,area_name,area_code,job_exp,all,fulltime,parttime,highend,temp
1179,台南市北門區,6001014024,99,0,0,0,0,0
1180,台南市新營區,6001014025,1,6,6,0,0,0
1181,台南市新營區,6001014025,3,2,2,0,0,0
1182,台南市新營區,6001014025,5,0,0,0,0,0
1183,台南市新營區,6001014025,10,0,0,0,0,0
1184,台南市新營區,6001014025,99,0,0,0,0,0
1185,台南市後壁區,6001014026,1,1,1,0,0,0
1186,台南市後壁區,6001014026,3,0,0,0,0,0
1187,台南市後壁區,6001014026,5,0,0,0,0,0
1188,台南市後壁區,6001014026,10,0,0,0,0,0
1189,台南市後壁區,6001014026,99,0,0,0,0,0
1190,台南市白河區,6001014027,1,1,1,0,0,0
1191,台南市白河區,6001014027,3,0,0,0,0,0
1192,台南市白河區,6001014027,5,0,0,0,0,0
1193,台南市白河區,6001014027,10,0,0,0,0,0
1194,台南市白河區,6001014027,99,0,0,0,0,0
1195,台南市東山區,6001014028,1,0,0,0,0,0
1196,台南市東山區,6001014028,3,0,0,0,0,0
1197,台南市東山區,6001014028,5,0,0,0,0,0
1198,台南市東山區,6001014028,10,0,0,0,0,0
1199,台南市東山區,6001014028,99,0,0,0,0,0
1200,台南市六甲區,6001014029,1,0,0,0,0,0
1201,台南市六甲區,6001014029,3,0,0,0,0,0
1202,台南市六甲區,6001014029,5,0,0,0,0,0
1203,台南市六甲區,6001014029,10,0,0,0,0,0
1204,台南市六甲區,6001014029,99,0,0,0,0,0
1205,台南市下營區,6001014030,1,2,2,0,0,0
1206,台南市下營區,6001014030,3,0,0,0,0,0
1207,台南市下營區,6001014030,5,0,0,0,0,0
1208,台南市下營區,6001014030,10,0,0,0,0,0
1209,台南市下營區,6001014030,99,0,0,0,0,0
1210,台南市柳營區,6001014031,1,1,1,0,0,0
1211,台南市柳營區,6001014031,3,0,0,0,0,0
1212,台南市柳營區,6001014031,5,0,0,0,0,0
1213,台南市柳營區,6001014031,10,0,0,0,0,0
1214,台南市柳營區,6001014031,99,0,0,0,0,0
1215,台南市鹽水區,6001014032,1,0,0,0,0,0
1216,台南市鹽水區,6001014032,3,0,0,0,0,0
1217,台南市鹽水區,6001014032,5,0,0,0,0,0
1218,台南市鹽水區,6001014032,10,0,0,0,0,0
1219,台南市鹽水區,6001014032,99,0,0,0,0,0
1220,台南市善化區,6001014033,1,9,6,2,0,1
1221,台南市善化區,6001014033,3,6,6,0,0,0
1222,台南市善化區,6001014033,5,1,1,0,0,0
1223,台南市善化區,6001014033,10,0,0,0,0,0
1224,台南市善化區,6001014033,99,0,0,0,0,0
1225,台南市大內區,6001014034,1,0,0,0,0,0
1226,台南市大內區,6001014034,3,0,0,0,0,0
1227,台南市大內區,6001014034,5,0,0,0,0,0
1228,台南市大內區,6001014034,10,0,0,0,0,0
1229,台南市大內區,6001014034,99,0,0,0,0,0
1230,台南市山上區,6001014035,1,2,2,0,0,0
1231,台南市山上區,6001014035,3,0,0,0,0,0
1232,台南市山上區,6001014035,5,0,0,0,0,0
1233,台南市山上區,6001014035,10,0,0,0,0,0
1234,台南市山上區,6001014035,99,0,0,0,0,0
1235,台南市新市區,6001014036,1,17,16,0,0,1
1236,台南市新市區,6001014036,3,8,7,0,0,1
1237,台南市新市區,6001014036,5,1,1,0,0,0
1238,台南市新市區,6001014036,10,1,1,0,0,0
1239,台南市新市區,6001014036,99,0,0,0,0,0
1240,台南市安定區,6001014037,1,4,4,0,0,0
1241,台南市安定區,6001014037,3,2,2,0,0,0
1242,台南市安定區,6001014037,5,1,1,0,0,0
1243,台南市安定區,6001014037,10,0,0,0,0,0
1244,台南市安定區,6001014037,99,0,0,0,0,0
1245,高雄市新興區,6001016001,1,26,21,4,0,1
1246,高雄市新興區,6001016001,3,7,7,0,0,0
1247,高雄市新興區,6001016001,5,3,3,0,0,0
1248,高雄市新興區,6001016001,10,2,2,0,0,0
1249,高雄市新興區,6001016001,99,0,0,0,0,0
1250,高雄市前金區,6001016002,1,8,5,3,0,0
1251,高雄市前金區,6001016002,3,3,1,2,0,0
1252,高雄市前金區,6001016002,5,0,0,0,0,0
1253,高雄市前金區,6001016002,10,0,0,0,0,0
1254,高雄市前金區,6001016002,99,0,0,0,0,0
1255,高雄市苓雅區,6001016003,1,22,14,8,0,0
1256,高雄市苓雅區,6001016003,3,15,15,0,0,0
1257,高雄市苓雅區,6001016003,5,3,3,0,0,0
1258,高雄市苓雅區,6001016003,10,2,2,0,0,0
1259,高雄市苓雅區,6001016003,99,1,1,0,0,0
1260,高雄市鹽埕區,6001016004,1,10,10,0,0,0
1261,高雄市鹽埕區,6001016004,3,5,5,0,0,0
1262,高雄市鹽埕區,6001016004,5,1,1,0,0,0
1263,高雄市鹽埕區,6001016004,10,0,0,0,0,0
1264,高雄市鹽埕區,6001016004,99,0,0,0,0,0
1265,高雄市鼓山區,6001016005,1,34,30,4,0,0
1266,高雄市鼓山區,6001016005,3,12,9,3,0,0
1267,高雄市鼓山區,6001016005,5,2,2,0,0,0
1268,高雄市鼓山區,6001016005,10,2,2,0,0,0
1269,高雄市鼓山區,6001016005,99,0,0,0,0,0
1270,高雄市旗津區,6001016006,1,0,0,0,0,0
1271,高雄市旗津區,6001016006,3,0,0,0,0,0
1272,高雄市旗津區,6001016006,5,0,0,0,0,0
1273,高雄市旗津區,6001016006,10,0,0,0,0,0
1274,高雄市旗津區,6001016006,99,0,0,0,0,0
1275,高雄市前鎮區,6001016007,1,43,37,6,0,0
1276,高雄市前鎮區,6001016007,3,10,10,0,0,0
1277,高雄市前鎮區,6001016007,5,1,1,0,0,0
1278,高雄市前鎮區,6001016007,10,1,1,0,0,0
1279,高雄市前鎮區,6001016007,99,0,0,0,0,0
1280,高雄市三民區,6001016008,1,24,18,6,0,0
1281,高雄市三民區,6001016008,3,17,16,1,0,0
1282,高雄市三民區,6001016008,5,4,4,0,0,0
1283,高雄市三民區,6001016008,10,1,1,0,0,0
1284,高雄市三民區,6001016008,99,0,0,0,0,0
1285,高雄市楠梓區,6001016009,1,13,10,3,0,0
1286,高雄市楠梓區,6001016009,3,2,2,0,0,0
1287,高雄市楠梓區,6001016009,5,3,2,0,1,0
1288,高雄市楠梓區,6001016009,10,1,1,0,0,0
1289,高雄市楠梓區,6001016009,99,0,0,0,0,0
1290,高雄市小港區,6001016010,1,7,6,1,0,0
1291,高雄市小港區,6001016010,3,4,4,0,0,0
1292,高雄市小港區,6001016010,5,0,0,0,0,0
1293,高雄市小港區,6001016010,10,0,0,0,0,0
1294,高雄市小港區,6001016010,99,0,0,0,0,0
1295,高雄市左營區,6001016011,1,46,29,17,0,0
1296,高雄市左營區,6001016011,3,14,13,1,0,0
1297,高雄市左營區,6001016011,5,5,5,0,0,0
1298,高雄市左營區,6001016011,10,4,3,1,0,0
1299,高雄市左營區,6001016011,99,0,0,0,0,0
1300,高雄市仁武區,6001016012,1,32,29,3,0,0
1301,高雄市仁武區,6001016012,3,7,7,0,0,0
1302,高雄市仁武區,6001016012,5,5,5,0,0,0
1303,高雄市仁武區,6001016012,10,3,3,0,0,0
1304,高雄市仁武區,6001016012,99,0,0,0,0,0
1305,高雄市大社區,6001016013,1,6,6,0,0,0
1306,高雄市大社區,6001016013,3,2,2,0,0,0
1307,高雄市大社區,6001016013,5,0,0,0,0,0
1308,高雄市大社區,6001016013,10,0,0,0,0,0
1309,高雄市大社區,6001016013,99,0,0,0,0,0
1310,高雄市岡山區,6001016014,1,23,19,3,1,0
1311,高雄市岡山區,6001016014,3,7,7,0,0,0
1312,高雄市岡山區,6001016014,5,2,2,0,0,0
1313,高雄市岡山區,6001016014,10,0,0,0,0,0
1314,高雄市岡山區,6001016014,99,1,1,0,0,0
1315,高雄市路竹區,6001016015,1,10,10,0,0,0
1316,高雄市路竹區,6001016015,3,3,3,0,0,0
1317,高雄市路竹區,6001016015,5,0,0,0,0,0
1318,高雄市路竹區,6001016015,10,0,0,0,0,0
1319,高雄市路竹區,6001016015,99,0,0,0,0,0
1320,高雄市阿蓮區,6001016016,1,2,2,0,0,0
1321,高雄市阿蓮區,6001016016,3,1,1,0,0,0
1322,高雄市阿蓮區,6001016016,5,0,0,0,0,0
1323,高雄市阿蓮區,6001016016,10,0,0,0,0,0
1324,高雄市阿蓮區,6001016016,99,0,0,0,0,0
1325,高雄市田寮區,6001016017,1,0,0,0,0,0
1326,高雄市田寮區,6001016017,3,0,0,0,0,0
1327,高雄市田寮區,6001016017,5,0,0,0,0,0
1328,高雄市田寮區,6001016017,10,0,0,0,0,0
1329,高雄市田寮區,6001016017,99,0,0,0,0,0
1330,高雄市燕巢區,6001016018,1,7,7,0,0,0
1331,高雄市燕巢區,6001016018,3,2,2,0,0,0
1332,高雄市燕巢區,6001016018,5,1,1,0,0,0
1333,高雄市燕巢區,6001016018,10,0,0,0,0,0
1334,高雄市燕巢區,6001016018,99,0,0,0,0,0
1335,高雄市橋頭區,6001016019,1,2,2,0,0,0
1336,高雄市橋頭區,6001016019,3,2,1,1,0,0
1337,高雄市橋頭區,6001016019,5,0,0,0,0,0
1338,高雄市橋頭區,6001016019,10,0,0,0,0,0
1339,高雄市橋頭區,6001016019,99,0,0,0,0,0
1340,高雄市梓官區,6001016020,1,0,0,0,0,0
1341,高雄市梓官區,6001016020,3,0,0,0,0,0
1342,高雄市梓官區,6001016020,5,0,0,0,0,0
1343,高雄市梓官區,6001016020,10,0,0,0,0,0
1344,高雄市梓官區,6001016020,99,0,0,0,0,0
1345,高雄市彌陀區,6001016021,1,0,0,0,0,0
1346,高雄市彌陀區,6001016021,3,0,0,0,0,0
1347,高雄市彌陀區,6001016021,5,0,0,0,0,0
1348,高雄市彌陀區,6001016021,10,0,0,0,0,0
1349,高雄市彌陀區,6001016021,99,0,0,0,0,0
1350,高雄市永安區,6001016022,1,0,0,0,0,0
1351,高雄市永安區,6001016022,3,1,1,0,0,0
1352,高雄市永安區,6001016022,5,0,0,0,0,0
1353,高雄市永安區,6001016022,10,0,0,0,0,0
1354,高雄市永安區,6001016022,99,0,0,0,0,0
1355,高雄市湖內區,6001016023,1,2,2,0,0,0
1356,高雄市湖內區,6001016023,3,0,0,0,0,0
1357,高雄市湖內區,6001016023,5,0,0,0,0,0
1358,高雄市湖內區,6001016023,10,0,0,0,0,0
1359,高雄市湖內區,6001016023,99,0,0,0,0,0
1360,高雄市鳳山區,6001016024,1,29,18,11,0,0
1361,高雄市鳳山區,6001016024,3,11,10,1,0,0
1362,高雄市鳳山區,6001016024,5,2,2,0,0,0
1363,高雄市鳳山區,6001016024,10,0,0,0,0,0
1364,高雄市鳳山區,6001016024,99,0,0,0,0,0
1365,高雄市大寮區,6001016025,1,12,11,0,0,1
1366,高雄市大寮區,6001016025,3,2,2,0,0,0
1367,高雄市大寮區,6001016025,5,0,0,0,0,0
1368,高雄市大寮區,6001016025,10,1,1,0,0,0
1369,高雄市大寮區,6001016025,99,0,0,0,0,0
1370,高雄市林園區,6001016026,1,5,5,0,0,0
1371,高雄市林園區,6001016026,3,1,1,0,0,0
1372,高雄市林園區,6001016026,5,2,2,0,0,0
1373,高雄市林園區,6001016026,10,0,0,0,0,0
1374,高雄市林園區,6001016026,99,0,0,0,0,0
1375,高雄市鳥松區,6001016027,1,8,8,0,0,0
1376,高雄市鳥松區,6001016027,3,4,4,0,0,0
1377,高雄市鳥松區,6001016027,5,1,1,0,0,0
1378,高雄市鳥松區,6001016027,10,0,0,0,0,0
1379,高雄市鳥松區,6001016027,99,0,0,0,0,0
1380,高雄市大樹區,6001016028,1,6,5,1,0,0
1381,高雄市大樹區,6001016028,3,1,1,0,0,0
1382,高雄市大樹區,6001016028,5,0,0,0,0,0
1383,高雄市大樹區,6001016028,10,0,0,0,0,0
1384,高雄市大樹區,6001016028,99,0,0,0,0,0
1385,高雄市旗山區,6001016029,1,4,4,0,0,0
1386,高雄市旗山區,6001016029,3,2,2,0,0,0
1387,高雄市旗山區,6001016029,5,2,2,0,0,0
1388,高雄市旗山區,6001016029,10,0,0,0,0,0
1389,高雄市旗山區,6001016029,99,0,0,0,0,0
1390,高雄市美濃區,6001016030,1,1,1,0,0,0
1391,高雄市美濃區,6001016030,3,0,0,0,0,0
1392,高雄市美濃區,6001016030,5,0,0,0,0,0
1393,高雄市美濃區,6001016030,10,0,0,0,0,0
1394,高雄市美濃區,6001016030,99,0,0,0,0,0
1395,高雄市六龜區,6001016031,1,0,0,0,0,0
1396,高雄市六龜區,6001016031,3,0,0,0,0,0
1397,高雄市六龜區,6001016031,5,0,0,0,0,0
1398,高雄市六龜區,6001016031,10,0,0,0,0,0
1399,高雄市六龜區,6001016031,99,0,0,0,0,0
1400,高雄市內門區,6001016032,1,0,0,0,0,0
1401,高雄市內門區,6001016032,3,0,0,0,0,0
1402,高雄市內門區,6001016032,5,0,0,0,0,0
1403,高雄市內門區,6001016032,10,0,0,0,0,0
1404,高雄市內門區,6001016032,99,0,0,0,0,0
1405,高雄市杉林區,6001016033,1,0,0,0,0,0
1406,高雄市杉林區,6001016033,3,0,0,0,0,0
1407,高雄市杉林區,6001016033,5,0,0,0,0,0
1408,高雄市杉林區,6001016033,10,0,0,0,0,0
1409,高雄市杉林區,6001016033,99,0,0,0,0,0
1410,高雄市甲仙區,6001016034,1,0,0,0,0,0
1411,高雄市甲仙區,6001016034,3,0,0,0,0,0
1412,高雄市甲仙區,6001016034,5,0,0,0,0,0
1413,高雄市甲仙區,6001016034,10,0,0,0,0,0
1414,高雄市甲仙區,6001016034,99,0,0,0,0,0
1415,高雄市桃源區,6001016035,1,0,0,0,0,0
1416,高雄市桃源區,6001016035,3,0,0,0,0,0
1417,高雄市桃源區,6001016035,5,0,0,0,0,0
1418,高雄市桃源區,6001016035,10,0,0,0,0,0
1419,高雄市桃源區,6001016035,99,0,0,0,0,0
1420,高雄市那瑪夏區,6001016036,1,0,0,0,0,0
1421,高雄市那瑪夏區,6001016036,3,0,0,0,0,0
1422,高雄市那瑪夏區,6001016036,5,0,0,0,0,0
1423,高雄市那瑪夏區,6001016036,10,0,0,0,0,0
1424,高雄市那瑪夏區,6001016036,99,0,0,0,0,0
1425,高雄市茂林區,6001016037,1,0,0,0,0,0
1426,高雄市茂林區,6001016037,3,0,0,0,0,0
1427,高雄市茂林區,6001016037,5,0,0,0,0,0
1428,高雄市茂林區,6001016037,10,0,0,0,0,0
1429,高雄市茂林區,6001016037,99,0,0,0,0,0
1430,高雄市茄萣區,6001016038,1,1,0,1,0,0
1431,高雄市茄萣區,6001016038,3,0,0,0,0,0
1432,高雄市茄萣區,6001016038,5,0,0,0,0,0
1433,高雄市茄萣區,6001016038,10,0,0,0,0,0
1434,高雄市茄萣區,6001016038,99,0,0,0,0,0
1435,屏東縣屏東市,6001018001,1,17,15,2,0,0
1436,屏東縣屏東市,6001018001,3,9,9,0,0,0
1437,屏東縣屏東市,6001018001,5,2,2,0,0,0
1438,屏東縣屏東市,6001018001,10,1,1,0,0,0
1439,屏東縣屏東市,6001018001,99,0,0,0,0,0
1440,屏東縣三地門鄉,6001018002,1,0,0,0,0,0
1441,屏東縣三地門鄉,6001018002,3,0,0,0,0,0
1442,屏東縣三地門鄉,6001018002,5,0,0,0,0,0
1443,屏東縣三地門鄉,6001018002,10,0,0,0,0,0
1444,屏東縣三地門鄉,6001018002,99,0,0,0,0,0
1445,屏東縣霧台鄉,6001018003,1,0,0,0,0,0
1446,屏東縣霧台鄉,6001018003,3,0,0,0,0,0
1447,屏東縣霧台鄉,6001018003,5,0,0,0,0,0
1448,屏東縣霧台鄉,6001018003,10,0,0,0,0,0
1449,屏東縣霧台鄉,6001018003,99,0,0,0,0,0
1450,屏東縣瑪家鄉,6001018004,1,0,0,0,0,0
1451,屏東縣瑪家鄉,6001018004,3,0,0,0,0,0
1452,屏東縣瑪家鄉,6001018004,5,0,0,0,0,0
1453,屏東縣瑪家鄉,6001018004,10,0,0,0,0,0
1454,屏東縣瑪家鄉,6001018004,99,0,0,0,0,0
1455,屏東縣九如鄉,6001018005,1,0,0,0,0,0
1456,屏東縣九如鄉,6001018005,3,0,0,0,0,0
1457,屏東縣九如鄉,6001018005,5,0,0,0,0,0
1458,屏東縣九如鄉,6001018005,10,0,0,0,0,0
1459,屏東縣九如鄉,6001018005,99,0,0,0,0,0
1460,屏東縣里港鄉,6001018006,1,1,1,0,0,0
1461,屏東縣里港鄉,6001018006,3,1,1,0,0,0
1462,屏東縣里港鄉,6001018006,5,3,3,0,0,0
1463,屏東縣里港鄉,6001018006,10,0,0,0,0,0
1464,屏東縣里港鄉,6001018006,99,0,0,0,0,0
1465,屏東縣高樹鄉,6001018007,1,0,0,0,0,0
1466,屏東縣高樹鄉,6001018007,3,0,0,0,0,0
1467,屏東縣高樹鄉,6001018007,5,0,0,0,0,0
1468,屏東縣高樹鄉,6001018007,10,0,0,0,0,0
1469,屏東縣高樹鄉,6001018007,99,0,0,0,0,0
1470,屏東縣鹽埔鄉,6001018008,1,1,1,0,0,0
1471,屏東縣鹽埔鄉,6001018008,3,0,0,0,0,0
1472,屏東縣鹽埔鄉,6001018008,5,0,0,0,0,0
1473,屏東縣鹽埔鄉,6001018008,10,1,0,0,1,0
1474,屏東縣鹽埔鄉,6001018008,99,0,0,0,0,0
1475,屏東縣長治鄉,6001018009,1,1,0,1,0,0
1476,屏東縣長治鄉,6001018009,3,0,0,0,0,0
1477,屏東縣長治鄉,6001018009,5,0,0,0,0,0
1478,屏東縣長治鄉,6001018009,10,0,0,0,0,0
1479,屏東縣長治鄉,6001018009,99,0,0,0,0,0
1480,屏東縣麟洛鄉,6001018010,1,0,0,0,0,0
1481,屏東縣麟洛鄉,6001018010,3,0,0,0,0,0
1482,屏東縣麟洛鄉,6001018010,5,0,0,0,0,0
1483,屏東縣麟洛鄉,6001018010,10,0,0,0,0,0
1484,屏東縣麟洛鄉,6001018010,99,0,0,0,0,0
1485,屏東縣竹田鄉,6001018011,1,0,0,0,0,0
1486,屏東縣竹田鄉,6001018011,3,0,0,0,0,0
1487,屏東縣竹田鄉,6001018011,5,0,0,0,0,0
1488,屏東縣竹田鄉,6001018011,10,0,0,0,0,0
1489,屏東縣竹田鄉,6001018011,99,0,0,0,0,0
1490,屏東縣內埔鄉,6001018012,1,0,0,0,0,0
1491,屏東縣內埔鄉,6001018012,3,0,0,0,0,0
1492,屏東縣內埔鄉,6001018012,5,0,0,0,0,0
1493,屏東縣內埔鄉,6001018012,10,0,0,0,0,0
1494,屏東縣內埔鄉,6001018012,99,0,0,0,0,0
1495,屏東縣萬丹鄉,6001018013,1,0,0,0,0,0
1496,屏東縣萬丹鄉,6001018013,3,0,0,0,0,0
1497,屏東縣萬丹鄉,6001018013,5,0,0,0,0,0
1498,屏東縣萬丹鄉,6001018013,10,0,0,0,0,0
1499,屏東縣萬丹鄉,6001018013,99,0,0,0,0,0
1500,屏東縣潮州鎮,6001018014,1,1,1,0,0,0
1501,屏東縣潮州鎮,6001018014,3,0,0,0,0,0
1502,屏東縣潮州鎮,6001018014,5,0,0,0,0,0
1503,屏東縣潮州鎮,6001018014,10,0,0,0,0,0
1504,屏東縣潮州鎮,6001018014,99,0,0,0,0,0
1505,屏東縣泰武鄉,6001018015,1,0,0,0,0,0
1506,屏東縣泰武鄉,6001018015,3,0,0,0,0,0
1507,屏東縣泰武鄉,6001018015,5,0,0,0,0,0
1508,屏東縣泰武鄉,6001018015,10,0,0,0,0,0
1509,屏東縣泰武鄉,6001018015,99,0,0,0,0,0
1510,屏東縣來義鄉,6001018016,1,0,0,0,0,0
1511,屏東縣來義鄉,6001018016,3,0,0,0,0,0
1512,屏東縣來義鄉,6001018016,5,0,0,0,0,0
1513,屏東縣來義鄉,6001018016,10,0,0,0,0,0
1514,屏東縣來義鄉,6001018016,99,0,0,0,0,0
1515,屏東縣萬巒鄉,6001018017,1,0,0,0,0,0
1516,屏東縣萬巒鄉,6001018017,3,0,0,0,0,0
1517,屏東縣萬巒鄉,6001018017,5,0,0,0,0,0
1518,屏東縣萬巒鄉,6001018017,10,0,0,0,0,0
1519,屏東縣萬巒鄉,6001018017,99,0,0,0,0,0
1520,屏東縣崁頂鄉,6001018018,1,0,0,0,0,0
1521,屏東縣崁頂鄉,6001018018,3,0,0,0,0,0
1522,屏東縣崁頂鄉,6001018018,5,0,0,0,0,0
1523,屏東縣崁頂鄉,6001018018,10,0,0,0,0,0
1524,屏東縣崁頂鄉,6001018018,99,0,0,0,0,0
1525,屏東縣新埤鄉,6001018019,1,0,0,0,0,0
1526,屏東縣新埤鄉,6001018019,3,0,0,0,0,0
1527,屏東縣新埤鄉,6001018019,5,0,0,0,0,0
1528,屏東縣新埤鄉,6001018019,10,0,0,0,0,0
1529,屏東縣新埤鄉,6001018019,99,0,0,0,0,0
1530,屏東縣南州鄉,6001018020,1,0,0,0,0,0
1531,屏東縣南州鄉,6001018020,3,0,0,0,0,0
1532,屏東縣南州鄉,6001018020,5,0,0,0,0,0
1533,屏東縣南州鄉,6001018020,10,0,0,0,0,0
1534,屏東縣南州鄉,6001018020,99,0,0,0,0,0
1535,屏東縣林邊鄉,6001018021,1,0,0,0,0,0
1536,屏東縣林邊鄉,6001018021,3,0,0,0,0,0
1537,屏東縣林邊鄉,6001018021,5,0,0,0,0,0
1538,屏東縣林邊鄉,6001018021,10,0,0,0,0,0
1539,屏東縣林邊鄉,6001018021,99,0,0,0,0,0
1540,屏東縣東港鎮,6001018022,1,0,0,0,0,0
1541,屏東縣東港鎮,6001018022,3,0,0,0,0,0
1542,屏東縣東港鎮,6001018022,5,0,0,0,0,0
1543,屏東縣東港鎮,6001018022,10,0,0,0,0,0
1544,屏東縣東港鎮,6001018022,99,0,0,0,0,0
1545,屏東縣琉球鄉,6001018023,1,0,0,0,0,0
1546,屏東縣琉球鄉,6001018023,3,0,0,0,0,0
1547,屏東縣琉球鄉,6001018023,5,0,0,0,0,0
1548,屏東縣琉球鄉,6001018023,10,0,0,0,0,0
1549,屏東縣琉球鄉,6001018023,99,0,0,0,0,0
1550,屏東縣佳冬鄉,6001018024,1,0,0,0,0,0
1551,屏東縣佳冬鄉,6001018024,3,0,0,0,0,0
1552,屏東縣佳冬鄉,6001018024,5,0,0,0,0,0
1553,屏東縣佳冬鄉,6001018024,10,0,0,0,0,0
1554,屏東縣佳冬鄉,6001018024,99,0,0,0,0,0
1555,屏東縣新園鄉,6001018025,1,0,0,0,0,0
1556,屏東縣新園鄉,6001018025,3,0,0,0,0,0
1557,屏東縣新園鄉,6001018025,5,0,0,0,0,0
1558,屏東縣新園鄉,6001018025,10,0,0,0,0,0
1559,屏東縣新園鄉,6001018025,99,0,0,0,0,0
1560,屏東縣枋寮鄉,6001018026,1,1,1,0,0,0
1561,屏東縣枋寮鄉,6001018026,3,1,1,0,0,0
1562,屏東縣枋寮鄉,6001018026,5,0,0,0,0,0
1563,屏東縣枋寮鄉,6001018026,10,0,0,0,0,0
1564,屏東縣枋寮鄉,6001018026,99,0,0,0,0,0
1565,屏東縣枋山鄉,6001018027,1,0,0,0,0,0
1566,屏東縣枋山鄉,6001018027,3,0,0,0,0,0
1567,屏東縣枋山鄉,6001018027,5,0,0,0,0,0
1568,屏東縣枋山鄉,6001018027,10,0,0,0,0,0
1569,屏東縣枋山鄉,6001018027,99,0,0,0,0,0
1570,屏東縣春日鄉,6001018028,1,0,0,0,0,0
1571,屏東縣春日鄉,6001018028,3,0,0,0,0,0
1572,屏東縣春日鄉,6001018028,5,0,0,0,0,0
1573,屏東縣春日鄉,6001018028,10,0,0,0,0,0
1574,屏東縣春日鄉,6001018028,99,0,0,0,0,0
1575,屏東縣獅子鄉,6001018029,1,0,0,0,0,0
1576,屏東縣獅子鄉,6001018029,3,0,0,0,0,0
1577,屏東縣獅子鄉,6001018029,5,0,0,0,0,0
1578,屏東縣獅子鄉,6001018029,10,0,0,0,0,0
1579,屏東縣獅子鄉,6001018029,99,0,0,0,0,0
1580,屏東縣車城鄉,6001018030,1,11,11,0,0,0
1581,屏東縣車城鄉,6001018030,3,5,5,0,0,0
1582,屏東縣車城鄉,6001018030,5,1,1,0,0,0
1583,屏東縣車城鄉,6001018030,10,2,2,0,0,0
1584,屏東縣車城鄉,6001018030,99,0,0,0,0,0
1585,屏東縣牡丹鄉,6001018031,1,0,0,0,0,0
1586,屏東縣牡丹鄉,6001018031,3,0,0,0,0,0
1587,屏東縣牡丹鄉,6001018031,5,0,0,0,0,0
1588,屏東縣牡丹鄉,6001018031,10,0,0,0,0,0
1589,屏東縣牡丹鄉,6001018031,99,0,0,0,0,0
1590,屏東縣恆春鎮,6001018032,1,3,3,0,0,0
1591,屏東縣恆春鎮,6001018032,3,2,2,0,0,0
1592,屏東縣恆春鎮,6001018032,5,2,2,0,0,0
1593,屏東縣恆春鎮,6001018032,10,0,0,0,0,0
1594,屏東縣恆春鎮,6001018032,99,0,0,0,0,0
1595,屏東縣滿州鄉,6001018033,1,0,0,0,0,0
1596,屏東縣滿州鄉,6001018033,3,1,1,0,0,0
1597,屏東縣滿州鄉,6001018033,5,0,0,0,0,0
1598,屏東縣滿州鄉,6001018033,10,0,0,0,0,0
1599,屏東縣滿州鄉,6001018033,99,0,0,0,0,0
1600,台東縣台東市,6001019001,1,9,8,1,0,0
1601,台東縣台東市,6001019001,3,1,1,0,0,0
1602,台東縣台東市,6001019001,5,0,0,0,0,0
1603,台東縣台東市,6001019001,10,0,0,0,0,0
1604,台東縣台東市,6001019001,99,0,0,0,0,0
1605,台東縣綠島鄉,6001019002,1,0,0,0,0,0
1606,台東縣綠島鄉,6001019002,3,0,0,0,0,0
1607,台東縣綠島鄉,6001019002,5,0,0,0,0,0
1608,台東縣綠島鄉,6001019002,10,0,0,0,0,0
1609,台東縣綠島鄉,6001019002,99,0,0,0,0,0
1610,台東縣蘭嶼鄉,6001019003,1,0,0,0,0,0
1611,台東縣蘭嶼鄉,6001019003,3,0,0,0,0,0
1612,台東縣蘭嶼鄉,6001019003,5,0,0,0,0,0
1613,台東縣蘭嶼鄉,6001019003,10,0,0,0,0,0
1614,台東縣蘭嶼鄉,6001019003,99,0,0,0,0,0
1615,台東縣延平鄉,6001019004,1,0,0,0,0,0
1616,台東縣延平鄉,6001019004,3,0,0,0,0,0
1617,台東縣延平鄉,6001019004,5,0,0,0,0,0
1618,台東縣延平鄉,6001019004,10,0,0,0,0,0
1619,台東縣延平鄉,6001019004,99,0,0,0,0,0
1620,台東縣卑南鄉,6001019005,1,1,1,0,0,0
1621,台東縣卑南鄉,6001019005,3,0,0,0,0,0
1622,台東縣卑南鄉,6001019005,5,0,0,0,0,0
1623,台東縣卑南鄉,6001019005,10,0,0,0,0,0
1624,台東縣卑南鄉,6001019005,99,0,0,0,0,0
1625,台東縣鹿野鄉,6001019006,1,0,0,0,0,0
1626,台東縣鹿野鄉,6001019006,3,0,0,0,0,0
1627,台東縣鹿野鄉,6001019006,5,0,0,0,0,0
1628,台東縣鹿野鄉,6001019006,10,0,0,0,0,0
1629,台東縣鹿野鄉,6001019006,99,0,0,0,0,0
1630,台東縣關山鎮,6001019007,1,0,0,0,0,0
1631,台東縣關山鎮,6001019007,3,0,0,0,0,0
1632,台東縣關山鎮,6001019007,5,0,0,0,0,0
1633,台東縣關山鎮,6001019007,10,0,0,0,0,0
1634,台東縣關山鎮,6001019007,99,0,0,0,0,0
1635,台東縣海端鄉,6001019008,1,0,0,0,0,0
1636,台東縣海端鄉,6001019008,3,0,0,0,0,0
1637,台東縣海端鄉,6001019008,5,0,0,0,0,0
1638,台東縣海端鄉,6001019008,10,0,0,0,0,0
1639,台東縣海端鄉,6001019008,99,0,0,0,0,0
1640,台東縣池上鄉,6001019009,1,0,0,0,0,0
1641,台東縣池上鄉,6001019009,3,0,0,0,0,0
1642,台東縣池上鄉,6001019009,5,0,0,0,0,0
