,area_name,area_code,job_exp,all,fulltime,parttime,highend,temp
715,彰化縣員林市,6001010010,1,8,7,1,0,0
716,彰化縣員林市,6001010010,3,2,1,1,0,0
717,彰化縣員林市,6001010010,5,0,0,0,0,0
718,彰化縣員林市,6001010010,10,0,0,0,0,0
719,彰化縣員林市,6001010010,99,0,0,0,0,0
720,彰化縣社頭鄉,6001010011,1,0,0,0,0,0
721,彰化縣社頭鄉,6001010011,3,1,1,0,0,0
722,彰化縣社頭鄉,6001010011,5,0,0,0,0,0
723,彰化縣社頭鄉,6001010011,10,0,0,0,0,0
724,彰化縣社頭鄉,6001010011,99,0,0,0,0,0
725,彰化縣永靖鄉,6001010012,1,0,0,0,0,0
726,彰化縣永靖鄉,6001010012,3,0,0,0,0,0
727,彰化縣永靖鄉,6001010012,5,0,0,0,0,0
728,彰化縣永靖鄉,6001010012,10,0,0,0,0,0
729,彰化縣永靖鄉,6001010012,99,0,0,0,0,0
730,彰化縣埔心鄉,6001010013,1,5,5,0,0,0
731,彰化縣埔心鄉,6001010013,3,11,11,0,0,0
732,彰化縣埔心鄉,6001010013,5,1,1,0,0,0
733,彰化縣埔心鄉,6001010013,10,1,1,0,0,0
734,彰化縣埔心鄉,6001010013,99,0,0,0,0,0
735,彰化縣溪湖鎮,6001010014,1,0,0,0,0,0
736,彰化縣溪湖鎮,6001010014,3,0,0,0,0,0
737,彰化縣溪湖鎮,6001010014,5,0,0,0,0,0
738,彰化縣溪湖鎮,6001010014,10,0,0,0,0,0
739,彰化縣溪湖鎮,6001010014,99,0,0,0,0,0
740,彰化縣大村鄉,6001010015,1,0,0,0,0,0
741,彰化縣大村鄉,6001010015,3,3,3,0,0,0
742,彰化縣大村鄉,6001010015,5,0,0,0,0,0
743,彰化縣大村鄉,6001010015,10,0,0,0,0,0
744,彰化縣大村鄉,6001010015,99,0,0,0,0,0
745,彰化縣埔鹽鄉,6001010016,1,2,2,0,0,0
746,彰化縣埔鹽鄉,6001010016,3,0,0,0,0,0
747,彰化縣埔鹽鄉,6001010016,5,0,0,0,0,0
748,彰化縣埔鹽鄉,6001010016,10,0,0,0,0,0
749,彰化縣埔鹽鄉,6001010016,99,0,0,0,0,0
750,彰化縣田中鎮,6001010017,1,17,15,2,0,0
751,彰化縣田中鎮,6001010017,3,3,3,0,0,0
752,彰化縣田中鎮,6001010017,5,3,3,0,0,0
753,彰化縣田中鎮,6001010017,10,0,0,0,0,0
754,彰化縣田中鎮,6001010017,99,0,0,0,0,0
755,彰化縣北斗鎮,6001010018,1,6,3,3,0,0
756,彰化縣北斗鎮,6001010018,3,4,4,0,0,0
757,彰化縣北斗鎮,6001010018,5,0,0,0,0,0
758,彰化縣北斗鎮,6001010018,10,0,0,0,0,0
759,彰化縣北斗鎮,6001010018,99,0,0,0,0,0
760,彰化縣田尾鄉,6001010019,1,0,0,0,0,0
761,彰化縣田尾鄉,6001010019,3,0,0,0,0,0
762,彰化縣田尾鄉,6001010019,5,0,0,0,0,0
763,彰化縣田尾鄉,6001010019,10,0,0,0,0,0
764,彰化縣田尾鄉,6001010019,99,0,0,0,0,0
765,彰化縣埤頭鄉,6001010020,1,0,0,0,0,0
766,彰化縣埤頭鄉,6001010020,3,0,0,0,0,0
767,彰化縣埤頭鄉,6001010020,5,0,0,0,0,0
768,彰化縣埤頭鄉,6001010020,10,0,0,0,0,0
769,彰化縣埤頭鄉,6001010020,99,0,0,0,0,0
770,彰化縣溪州鄉,6001010021,1,0,0,0,0,0
771,彰化縣溪州鄉,6001010021,3,0,0,0,0,0
772,彰化縣溪州鄉,6001010021,5,0,0,0,0,0
773,彰化縣溪州鄉,6001010021,10,0,0,0,0,0
774,彰化縣溪州鄉,6001010021,99,0,0,0,0,0
775,彰化縣竹塘鄉,6001010022,1,0,0,0,0,0
776,彰化縣竹塘鄉,6001010022,3,0,0,0,0,0
777,彰化縣竹塘鄉,6001010022,5,0,0,0,0,0
778,彰化縣竹塘鄉,6001010022,10,0,0,0,0,0
779,彰化縣竹塘鄉,6001010022,99,0,0,0,0,0
780,彰化縣二林鎮,6001010023,1,2,2,0,0,0
781,彰化縣二林鎮,6001010023,3,2,2,0,0,0
782,彰化縣二林鎮,6001010023,5,0,0,0,0,0
783,彰化縣二林鎮,6001010023,10,1,1,0,0,0
784,彰化縣二林鎮,6001010023,99,0,0,0,0,0
785,彰化縣大城鄉,6001010024,1,0,0,0,0,0
786,彰化縣大城鄉,6001010024,3,0,0,0,0,0
787,彰化縣大城鄉,6001010024,5,0,0,0,0,0
788,彰化縣大城鄉,6001010024,10,0,0,0,0,0
789,彰化縣大城鄉,6001010024,99,0,0,0,0,0
790,彰化縣芳苑鄉,6001010025,1,1,1,0,0,0
791,彰化縣芳苑鄉,6001010025,3,0,0,0,0,0
792,彰化縣芳苑鄉,6001010025,5,0,0,0,0,0
793,彰化縣芳苑鄉,6001010025,10,0,0,0,0,0
794,彰化縣芳苑鄉,6001010025,99,0,0,0,0,0
795,彰化縣二水鄉,6001010026,1,3,3,0,0,0
796,彰化縣二水鄉,6001010026,3,1,1,0,0,0
797,彰化縣二水鄉,6001010026,5,0,0,0,0,0
798,彰化縣二水鄉,6001010026,10,0,0,0,0,0
799,彰化縣二水鄉,6001010026,99,0,0,0,0,0
800,南投縣南投市,6001011001,1,15,14,1,0,0
801,南投縣南投市,6001011001,3,5,5,0,0,0
802,南投縣南投市,6001011001,5,0,0,0,0,0
803,南投縣南投市,6001011001,10,0,0,0,0,0
804,南投縣南投市,6001011001,99,0,0,0,0,0
805,南投縣中寮鄉,6001011002,1,0,0,0,0,0
806,南投縣中寮鄉,6001011002,3,0,0,0,0,0
807,南投縣中寮鄉,6001011002,5,0,0,0,0,0
808,南投縣中寮鄉,6001011002,10,0,0,0,0,0
809,南投縣中寮鄉,6001011002,99,0,0,0,0,0
810,南投縣草屯鎮,6001011003,1,5,4,1,0,0
811,南投縣草屯鎮,6001011003,3,3,3,0,0,0
812,南投縣草屯鎮,6001011003,5,0,0,0,0,0
813,南投縣草屯鎮,6001011003,10,0,0,0,0,0
814,南投縣草屯鎮,6001011003,99,0,0,0,0,0
815,南投縣國姓鄉,6001011004,1,0,0,0,0,0
816,南投縣國姓鄉,6001011004,3,0,0,0,0,0
817,南投縣國姓鄉,6001011004,5,0,0,0,0,0
818,南投縣國姓鄉,6001011004,10,0,0,0,0,0
819,南投縣國姓鄉,6001011004,99,0,0,0,0,0
820,南投縣埔里鎮,6001011005,1,6,6,0,0,0
821,南投縣埔里鎮,6001011005,3,1,1,0,0,0
822,南投縣埔里鎮,6001011005,5,0,0,0,0,0
823,南投縣埔里鎮,6001011005,10,1,1,0,0,0
824,南投縣埔里鎮,6001011005,99,0,0,0,0,0
825,南投縣仁愛鄉,6001011006,1,0,0,0,0,0
826,南投縣仁愛鄉,6001011006,3,0,0,0,0,0
827,南投縣仁愛鄉,6001011006,5,0,0,0,0,0
828,南投縣仁愛鄉,6001011006,10,0,0,0,0,0
829,南投縣仁愛鄉,6001011006,99,0,0,0,0,0
830,南投縣名間鄉,6001011007,1,0,0,0,0,0
831,南投縣名間鄉,6001011007,3,0,0,0,0,0
832,南投縣名間鄉,6001011007,5,0,0,0,0,0
833,南投縣名間鄉,6001011007,10,0,0,0,0,0
834,南投縣名間鄉,6001011007,99,0,0,0,0,0
835,南投縣集集鎮,6001011008,1,0,0,0,0,0
836,南投縣集集鎮,6001011008,3,0,0,0,0,0
837,南投縣集集鎮,6001011008,5,0,0,0,0,0
838,南投縣集集鎮,6001011008,10,0,0,0,0,0
839,南投縣集集鎮,6001011008,99,0,0,0,0,0
840,南投縣水里鄉,6001011009,1,0,0,0,0,0
841,南投縣水里鄉,6001011009,3,0,0,0,0,0
842,南投縣水里鄉,6001011009,5,0,0,0,0,0
843,南投縣水里鄉,6001011009,10,0,0,0,0,0
844,南投縣水里鄉,6001011009,99,0,0,0,0,0
845,南投縣魚池鄉,6001011010,1,0,0,0,0,0
846,南投縣魚池鄉,6001011010,3,0,0,0,0,0
847,南投縣魚池鄉,6001011010,5,0,0,0,0,0
848,南投縣魚池鄉,6001011010,10,0,0,0,0,0
849,南投縣魚池鄉,6001011010,99,0,0,0,0,0
850,南投縣信義鄉,6001011011,1,0,0,0,0,0
851,南投縣信義鄉,6001011011,3,0,0,0,0,0
852,南投縣信義鄉,6001011011,5,0,0,0,0,0
853,南投縣信義鄉,6001011011,10,0,0,0,0,0
854,南投縣信義鄉,6001011011,99,0,0,0,0,0
855,南投縣竹山鎮,6001011012,1,2,2,0,0,0
856,南投縣竹山鎮,6001011012,3,0,0,0,0,0
857,南投縣竹山鎮,6001011012,5,0,0,0,0,0
858,南投縣竹山鎮,6001011012,10,0,0,0,0,0
859,南投縣竹山鎮,6001011012,99,0,0,0,0,0
860,南投縣鹿谷鄉,6001011013,1,0,0,0,0,0
861,南投縣鹿谷鄉,6001011013,3,0,0,0,0,0
862,南投縣鹿谷鄉,6001011013,5,0,0,0,0,0
863,南投縣鹿谷鄉,6001011013,10,0,0,0,0,0
864,南投縣鹿谷鄉,6001011013,99,0,0,0,0,0
865,雲林縣斗南鎮,6001012001,1,0,0,0,0,0
866,雲林縣斗南鎮,6001012001,3,0,0,0,0,0
867,雲林縣斗南鎮,6001012001,5,0,0,0,0,0
868,雲林縣斗南鎮,6001012001,10,0,0,0,0,0
869,雲林縣斗南鎮,6001012001,99,0,0,0,0,0
870,雲林縣大埤鄉,6001012002,1,0,0,0,0,0
871,雲林縣大埤鄉,6001012002,3,0,0,0,0,0
872,雲林縣大埤鄉,6001012002,5,0,0,0,0,0
873,雲林縣大埤鄉,6001012002,10,0,0,0,0,0
874,雲林縣大埤鄉,6001012002,99,0,0,0,0,0
875,雲林縣虎尾鎮,6001012003,1,8,8,0,0,0
876,雲林縣虎尾鎮,6001012003,3,4,4,0,0,0
877,雲林縣虎尾鎮,6001012003,5,0,0,0,0,0
878,雲林縣虎尾鎮,6001012003,10,0,0,0,0,0
879,雲林縣虎尾鎮,6001012003,99,0,0,0,0,0
880,雲林縣土庫鎮,6001012004,1,1,1,0,0,0
881,雲林縣土庫鎮,6001012004,3,0,0,0,0,0
882,雲林縣土庫鎮,6001012004,5,0,0,0,0,0
883,雲林縣土庫鎮,6001012004,10,0,0,0,0,0
884,雲林縣土庫鎮,6001012004,99,0,0,0,0,0
885,雲林縣褒忠鄉,6001012005,1,0,0,0,0,0
886,雲林縣褒忠鄉,6001012005,3,0,0,0,0,0
887,雲林縣褒忠鄉,6001012005,5,0,0,0,0,0
888,雲林縣褒忠鄉,6001012005,10,0,0,0,0,0
889,雲林縣褒忠鄉,6001012005,99,0,0,0,0,0
890,雲林縣東勢鄉,6001012006,1,1,1,0,0,0
891,雲林縣東勢鄉,6001012006,3,1,1,0,0,0
892,雲林縣東勢鄉,6001012006,5,0,0,0,0,0
893,雲林縣東勢鄉,6001012006,10,0,0,0,0,0
894,雲林縣東勢鄉,6001012006,99,0,0,0,0,0
895,雲林縣台西鄉,6001012007,1,0,0,0,0,0
896,雲林縣台西鄉,6001012007,3,0,0,0,0,0
897,雲林縣台西鄉,6001012007,5,0,0,0,0,0
898,雲林縣台西鄉,6001012007,10,0,0,0,0,0
899,雲林縣台西鄉,6001012007,99,0,0,0,0,0
900,雲林縣崙背鄉,6001012008,1,0,0,0,0,0
901,雲林縣崙背鄉,6001012008,3,0,0,0,0,0
902,雲林縣崙背鄉,6001012008,5,0,0,0,0,0
903,雲林縣崙背鄉,6001012008,10,0,0,0,0,0
904,雲林縣崙背鄉,6001012008,99,0,0,0,0,0
905,雲林縣麥寮鄉,6001012009,1,2,2,0,0,0
906,雲林縣麥寮鄉,6001012009,3,0,0,0,0,0
907,雲林縣麥寮鄉,6001012009,5,0,0,0,0,0
908,雲林縣麥寮鄉,6001012009,10,0,0,0,0,0
909,雲林縣麥寮鄉,6001012009,99,0,0,0,0,0
910,雲林縣斗六市,6001012010,1,22,22,0,0,0
911,雲林縣斗六市,6001012010,3,5,5,0,0,0
912,雲林縣斗六市,6001012010,5,2,2,0,0,0
913,雲林縣斗六市,6001012010,10,0,0,0,0,0
914,雲林縣斗六市,6001012010,99,0,0,0,0,0
915,雲林縣林內鄉,6001012011,1,0,0,0,0,0
916,雲林縣林內鄉,6001012011,3,1,1,0,0,0
917,雲林縣林內鄉,6001012011,5,0,0,0,0,0
918,雲林縣林內鄉,6001012011,10,0,0,0,0,0
919,雲林縣林內鄉,6001012011,99,0,0,0,0,0
920,雲林縣古坑鄉,6001012012,1,2,2,0,0,0
921,雲林縣古坑鄉,6001012012,3,0,0,0,0,0
922,雲林縣古坑鄉,6001012012,5,0,0,0,0,0
923,雲林縣古坑鄉,6001012012,10,0,0,0,0,0
924,雲林縣古坑鄉,6001012012,99,0,0,0,0,0
925,雲林縣莿桐鄉,6001012013,1,0,0,0,0,0
926,雲林縣莿桐鄉,6001012013,3,1,1,0,0,0
927,雲林縣莿桐鄉,6001012013,5,0,0,0,0,0
928,雲林縣莿桐鄉,6001012013,10,0,0,0,0,0
929,雲林縣莿桐鄉,6001012013,99,0,0,0,0,0
930,雲林縣西螺鎮,6001012014,1,0,0,0,0,0
931,雲林縣西螺鎮,6001012014,3,1,1,0,0,0
932,雲林縣西螺鎮,6001012014,5,0,0,0,0,0
933,雲林縣西螺鎮,6001012014,10,0,0,0,0,0
934,雲林縣西螺鎮,6001012014,99,0,0,0,0,0
935,雲林縣二崙鄉,6001012015,1,3,3,0,0,0
936,雲林縣二崙鄉,6001012015,3,0,0,0,0,0
937,雲林縣二崙鄉,6001012015,5,0,0,0,0,0
938,雲林縣二崙鄉,6001012015,10,0,0,0,0,0
939,雲林縣二崙鄉,6001012015,99,0,0,0,0,0
940,雲林縣北港鎮,6001012016,1,2,2,0,0,0
941,雲林縣北港鎮,6001012016,3,1,1,0,0,0
942,雲林縣北港鎮,6001012016,5,0,0,0,0,0
943,雲林縣北港鎮,6001012016,10,0,0,0,0,0
944,雲林縣北港鎮,6001012016,99,0,0,0,0,0
945,雲林縣水林鄉,6001012017,1,0,0,0,0,0
946,雲林縣水林鄉,6001012017,3,1,1,0,0,0
947,雲林縣水林鄉,6001012017,5,0,0,0,0,0
948,雲林縣水林鄉,6001012017,10,0,0,0,0,0
949,雲林縣水林鄉,6001012017,99,0,0,0,0,0
950,雲林縣口湖鄉,6001012018,1,0,0,0,0,0
951,雲林縣口湖鄉,6001012018,3,0,0,0,0,0
952,雲林縣口湖鄉,6001012018,5,0,0,0,0,0
953,雲林縣口湖鄉,6001012018,10,0,0,0,0,0
954,雲林縣口湖鄉,6001012018,99,0,0,0,0,0
955,雲林縣四湖鄉,6001012019,1,0,0,0,0,0
956,雲林縣四湖鄉,6001012019,3,0,0,0,0,0
957,雲林縣四湖鄉,6001012019,5,0,0,0,0,0
958,雲林縣四湖鄉,6001012019,10,0,0,0,0,0
959,雲林縣四湖鄉,6001012019,99,0,0,0,0,0
960,雲林縣元長鄉,6001012020,1,7,7,0,0,0
961,雲林縣元長鄉,6001012020,3,0,0,0,0,0
962,雲林縣元長鄉,6001012020,5,0,0,0,0,0
963,雲林縣元長鄉,6001012020,10,0,0,0,0,0
964,雲林縣元長鄉,6001012020,99,0,0,0,0,0
965,嘉義市,6001013001,1,27,26,1,0,0
966,嘉義市,6001013001,3,4,4,0,0,0
967,嘉義市,6001013001,5,3,3,0,0,0
968,嘉義市,6001013001,10,1,1,0,0,0
969,嘉義市,6001013001,99,0,0,0,0,0
970,嘉義縣番路鄉,6001013002,1,0,0,0,0,0
971,嘉義縣番路鄉,6001013002,3,0,0,0,0,0
972,嘉義縣番路鄉,6001013002,5,0,0,0,0,0
973,嘉義縣番路鄉,6001013002,10,0,0,0,0,0
974,嘉義縣番路鄉,6001013002,99,0,0,0,0,0
975,嘉義縣梅山鄉,6001013003,1,0,0,0,0,0
976,嘉義縣梅山鄉,6001013003,3,0,0,0,0,0
977,嘉義縣梅山鄉,6001013003,5,0,0,0,0,0
978,嘉義縣梅山鄉,6001013003,10,0,0,0,0,0
979,嘉義縣梅山鄉,6001013003,99,0,0,0,0,0
980,嘉義縣竹崎鄉,6001013004,1,0,0,0,0,0
981,嘉義縣竹崎鄉,6001013004,3,0,0,0,0,0
982,嘉義縣竹崎鄉,6001013004,5,0,0,0,0,0
983,嘉義縣竹崎鄉,6001013004,10,0,0,0,0,0
984,嘉義縣竹崎鄉,6001013004,99,0,0,0,0,0
985,嘉義縣阿里山鄉,6001013005,1,1,1,0,0,0
986,嘉義縣阿里山鄉,6001013005,3,0,0,0,0,0
987,嘉義縣阿里山鄉,6001013005,5,0,0,0,0,0
988,嘉義縣阿里山鄉,6001013005,10,0,0,0,0,0
989,嘉義縣阿里山鄉,6001013005,99,0,0,0,0,0
990,嘉義縣中埔鄉,6001013006,1,2,2,0,0,0
991,嘉義縣中埔鄉,6001013006,3,1,1,0,0,0
992,嘉義縣中埔鄉,6001013006,5,0,0,0,0,0
993,嘉義縣中埔鄉,6001013006,10,0,0,0,0,0
994,嘉義縣中埔鄉,6001013006,99,0,0,0,0,0
995,嘉義縣大埔鄉,6001013007,1,0,0,0,0,0
996,嘉義縣大埔鄉,6001013007,3,0,0,0,0,0
997,嘉義縣大埔鄉,6001013007,5,0,0,0,0,0
998,嘉義縣大埔鄉,6001013007,10,0,0,0,0,0
999,嘉義縣大埔鄉,6001013007,99,0,0,0,0,0
1000,嘉義縣水上鄉,6001013008,1,2,2,0,0,0
1001,嘉義縣水上鄉,6001013008,3,0,0,0,0,0
1002,嘉義縣水上鄉,6001013008,5,0,0,0,0,0
1003,嘉義縣水上鄉,6001013008,10,0,0,0,0,0
1004,嘉義縣水上鄉,6001013008,99,0,0,0,0,0
1005,嘉義縣鹿草鄉,6001013009,1,0,0,0,0,0
1006,嘉義縣鹿草鄉,6001013009,3,0,0,0,0,0
1007,嘉義縣鹿草鄉,6001013009,5,0,0,0,0,0
1008,嘉義縣鹿草鄉,6001013009,10,0,0,0,0,0
1009,嘉義縣鹿草鄉,6001013009,99,0,0,0,0,0
1010,嘉義縣太保市,6001013010,1,2,0,2,0,0
1011,嘉義縣太保市,6001013010,3,0,0,0,0,0
1012,嘉義縣太保市,6001013010,5,0,0,0,0,0
1013,嘉義縣太保市,6001013010,10,0,0,0,0,0
1014,嘉義縣太保市,6001013010,99,0,0,0,0,0
1015,嘉義縣朴子市,6001013011,1,4,4,0,0,0
1016,嘉義縣朴子市,6001013011,3,5,5,0,0,0
1017,嘉義縣朴子市,6001013011,5,0,0,0,0,0
1018,嘉義縣朴子市,6001013011,10,0,0,0,0,0
1019,嘉義縣朴子市,6001013011,99,0,0,0,0,0
1020,嘉義縣東石鄉,6001013012,1,0,0,0,0,0
1021,嘉義縣東石鄉,6001013012,3,0,0,0,0,0
1022,嘉義縣東石鄉,6001013012,5,0,0,0,0,0
1023,嘉義縣東石鄉,6001013012,10,0,0,0,0,0
1024,嘉義縣東石鄉,6001013012,99,0,0,0,0,0
1025,嘉義縣六腳鄉,6001013013,1,0,0,0,0,0
1026,嘉義縣六腳鄉,6001013013,3,0,0,0,0,0
1027,嘉義縣六腳鄉,6001013013,5,0,0,0,0,0
1028,嘉義縣六腳鄉,6001013013,10,0,0,0,0,0
1029,嘉義縣六腳鄉,6001013013,99,0,0,0,0,0
1030,嘉義縣新港鄉,6001013014,1,0,0,0,0,0
1031,嘉義縣新港鄉,6001013014,3,0,0,0,0,0
1032,嘉義縣新港鄉,6001013014,5,0,0,0,0,0
1033,嘉義縣新港鄉,6001013014,10,0,0,0,0,0
1034,嘉義縣新港鄉,6001013014,99,0,0,0,0,0
1035,嘉義縣民雄鄉,6001013015,1,3,2,1,0,0
1036,嘉義縣民雄鄉,6001013015,3,1,1,0,0,0
1037,嘉義縣民雄鄉,6001013015,5,1,1,0,0,0
1038,嘉義縣民雄鄉,6001013015,10,0,0,0,0,0
1039,嘉義縣民雄鄉,6001013015,99,0,0,0,0,0
1040,嘉義縣大林鎮,6001013016,1,3,3,0,0,0
1041,嘉義縣大林鎮,6001013016,3,2,2,0,0,0
1042,嘉義縣大林鎮,6001013016,5,0,0,0,0,0
1043,嘉義縣大林鎮,6001013016,10,0,0,0,0,0
1044,嘉義縣大林鎮,6001013016,99,0,0,0,0,0
1045,嘉義縣溪口鄉,6001013017,1,0,0,0,0,0
1046,嘉義縣溪口鄉,6001013017,3,0,0,0,0,0
1047,嘉義縣溪口鄉,6001013017,5,0,0,0,0,0
1048,嘉義縣溪口鄉,6001013017,10,0,0,0,0,0
1049,嘉義縣溪口鄉,6001013017,99,0,0,0,0,0
1050,嘉義縣義竹鄉,6001013018,1,0,0,0,0,0
1051,嘉義縣義竹鄉,6001013018,3,0,0,0,0,0
1052,嘉義縣義竹鄉,6001013018,5,0,0,0,0,0
1053,嘉義縣義竹鄉,6001013018,10,0,0,0,0,0
1054,嘉義縣義竹鄉,6001013018,99,0,0,0,0,0
1055,嘉義縣布袋鎮,6001013019,1,1,1,0,0,0
1056,嘉義縣布袋鎮,6001013019,3,3,3,0,0,0
1057,嘉義縣布袋鎮,6001013019,5,0,0,0,0,0
1058,嘉義縣布袋鎮,6001013019,10,0,0,0,0,0
1059,嘉義縣布袋鎮,6001013019,99,0,0,0,0,0
1060,台南市中西區,6001014001,1,19,15,4,0,0
1061,台南市中西區,6001014001,3,7,7,0,0,0
1062,台南市中西區,6001014001,5,1,1,0,0,0
1063,台南市中西區,6001014001,10,0,0,0,0,0
1064,台南市中西區,6001014001,99,0,0,0,0,0
1065,台南市東區,6001014002,1,36,30,6,0,0
1066,台南市東區,6001014002,3,10,9,1,0,0
1067,台南市東區,6001014002,5,8,8,0,0,0
1068,台南市東區,6001014002,10,3,3,0,0,0
1069,台南市東區,6001014002,99,0,0,0,0,0
1070,台南市南區,6001014003,1,13,12,1,0,0
1071,台南市南區,6001014003,3,10,10,0,0,0
1072,台南市南區,6001014003,5,2,2,0,0,0
1073,台南市南區,6001014003,10,0,0,0,0,0
1074,台南市南區,6001014003,99,0,0,0,0,0
1075,台南市北區,6001014004,1,7,7,0,0,0
1076,台南市北區,6001014004,3,7,5,2,0,0
1077,台南市北區,6001014004,5,0,0,0,0,0
1078,台南市北區,6001014004,10,0,0,0,0,0
1079,台南市北區,6001014004,99,0,0,0,0,0
1080,台南市安平區,6001014005,1,8,8,0,0,0
1081,台南市安平區,6001014005,3,3,3,0,0,0
1082,台南市安平區,6001014005,5,0,0,0,0,0
1083,台南市安平區,6001014005,10,1,1,0,0,0
1084,台南市安平區,6001014005,99,0,0,0,0,0
1085,台南市安南區,6001014006,1,20,19,1,0,0
1086,台南市安南區,6001014006,3,2,2,0,0,0
1087,台南市安南區,6001014006,5,0,0,0,0,0
1088,台南市安南區,6001014006,10,2,2,0,0,0
1089,台南市安南區,6001014006,99,0,0,0,0,0
1090,台南市永康區,6001014007,1,38,30,7,0,1
1091,台南市永康區,6001014007,3,9,9,0,0,0
1092,台南市永康區,6001014007,5,1,1,0,0,0
1093,台南市永康區,6001014007,10,1,1,0,0,0
1094,台南市永康區,6001014007,99,0,0,0,0,0
1095,台南市歸仁區,6001014008,1,19,18,1,0,0
1096,台南市歸仁區,6001014008,3,17,17,0,0,0
1097,台南市歸仁區,6001014008,5,7,7,0,0,0
1098,台南市歸仁區,6001014008,10,2,2,0,0,0
1099,台南市歸仁區,6001014008,99,0,0,0,0,0
1100,台南市新化區,6001014009,1,5,3,2,0,0
1101,台南市新化區,6001014009,3,0,0,0,0,0
1102,台南市新化區,6001014009,5,0,0,0,0,0
1103,台南市新化區,6001014009,10,0,0,0,0,0
1104,台南市新化區,6001014009,99,0,0,0,0,0
1105,台南市左鎮區,6001014010,1,0,0,0,0,0
1106,台南市左鎮區,6001014010,3,1,0,1,0,0
1107,台南市左鎮區,6001014010,5,0,0,0,0,0
1108,台南市左鎮區,6001014010,10,0,0,0,0,0
1109,台南市左鎮區,6001014010,99,0,0,0,0,0
1110,台南市玉井區,6001014011,1,0,0,0,0,0
1111,台南市玉井區,6001014011,3,0,0,0,0,0
1112,台南市玉井區,6001014011,5,0,0,0,0,0
1113,台南市玉井區,6001014011,10,0,0,0,0,0
1114,台南市玉井區,6001014011,99,0,0,0,0,0
1115,台南市楠西區,6001014012,1,0,0,0,0,0
1116,台南市楠西區,6001014012,3,0,0,0,0,0
1117,台南市楠西區,6001014012,5,0,0,0,0,0
1118,台南市楠西區,6001014012,10,0,0,0,0,0
1119,台南市楠西區,6001014012,99,0,0,0,0,0
1120,台南市南化區,6001014013,1,0,0,0,0,0
1121,台南市南化區,6001014013,3,0,0,0,0,0
1122,台南市南化區,6001014013,5,0,0,0,0,0
1123,台南市南化區,6001014013,10,0,0,0,0,0
1124,台南市南化區,6001014013,99,0,0,0,0,0
1125,台南市仁德區,6001014014,1,11,11,0,0,0
1126,台南市仁德區,6001014014,3,15,15,0,0,0
1127,台南市仁德區,6001014014,5,3,3,0,0,0
1128,台南市仁德區,6001014014,10,1,1,0,0,0
1129,台南市仁德區,6001014014,99,0,0,0,0,0
1130,台南市關廟區,6001014015,1,0,0,0,0,0
1131,台南市關廟區,6001014015,3,0,0,0,0,0
1132,台南市關廟區,6001014015,5,0,0,0,0,0
1133,台南市關廟區,6001014015,10,0,0,0,0,0
1134,台南市關廟區,6001014015,99,0,0,0,0,0
1135,台南市龍崎區,6001014016,1,0,0,0,0,0
1136,台南市龍崎區,6001014016,3,0,0,0,0,0
1137,台南市龍崎區,6001014016,5,0,0,0,0,0
1138,台南市龍崎區,6001014016,10,0,0,0,0,0
1139,台南市龍崎區,6001014016,99,0,0,0,0,0
1140,台南市官田區,6001014017,1,4,4,0,0,0
1141,台南市官田區,6001014017,3,0,0,0,0,0
1142,台南市官田區,6001014017,5,0,0,0,0,0
1143,台南市官田區,6001014017,10,0,0,0,0,0
1144,台南市官田區,6001014017,99,0,0,0,0,0
1145,台南市麻豆區,6001014018,1,0,0,0,0,0
1146,台南市麻豆區,6001014018,3,0,0,0,0,0
1147,台南市麻豆區,6001014018,5,0,0,0,0,0
1148,台南市麻豆區,6001014018,10,0,0,0,0,0
1149,台南市麻豆區,6001014018,99,0,0,0,0,0
1150,台南市佳里區,6001014019,1,7,7,0,0,0
1151,台南市佳里區,6001014019,3,1,1,0,0,0
1152,台南市佳里區,6001014019,5,0,0,0,0,0
1153,台南市佳里區,6001014019,10,0,0,0,0,0
1154,台南市佳里區,6001014019,99,0,0,0,0,0
1155,台南市西港區,6001014020,1,1,1,0,0,0
1156,台南市西港區,6001014020,3,0,0,0,0,0
1157,台南市西港區,6001014020,5,0,0,0,0,0
1158,台南市西港區,6001014020,10,0,0,0,0,0
1159,台南市西港區,6001014020,99,0,0,0,0,0
1160,台南市七股區,6001014021,1,0,0,0,0,0
1161,台南市七股區,6001014021,3,2,2,0,0,0
1162,台南市七股區,6001014021,5,1,1,0,0,0
1163,台南市七股區,6001014021,10,0,0,0,0,0
1164,台南市七股區,6001014021,99,0,0,0,0,0
1165,台南市將軍區,6001014022,1,0,0,0,0,0
1166,台南市將軍區,6001014022,3,0,0,0,0,0
1167,台南市將軍區,6001014022,5,0,0,0,0,0
1168,台南市將軍區,6001014022,10,0,0,0,0,0
1169,台南市將軍區,6001014022,99,0,0,0,0,0
1170,台南市學甲區,6001014023,1,0,0,0,0,0
1171,台南市學甲區,6001014023,3,0,0,0,0,0
1172,台南市學甲區,6001014023,5,0,0,0,0,0
1173,台南市學甲區,6001014023,10,0,0,0,0,0
1174,台南市學甲區,6001014023,99,0,0,0,0,0
1175,台南市北門區,6001014024,1,0,0,0,0,0
1176,台南市北門區,6001014024,3,0,0,0,0,0
1177,台南市北門區,6001014024,5,0,0,0,0,0
1178,台南市北門區,6001014024,10,0,0,0,0,0
